topic_id,question_id,question_text,option_1,option_2,option_3,option_4,option_5,correct_answer,explanation
psychiatric,PSY010,Aripiprazole is classified as which type of medication?,Atypical antipsychotic,SSRI,Tricyclic antidepressant,Benzodiazepine,Stimulant,Atypical antipsychotic,"Aripiprazole is classified as an atypical antipsychotic and is used to treat schizophrenia, bipolar disorder, and as an adjunct in major depressive disorder."
antipsychotics,CHO027,Which of the following is an atypical antipsychotic?,Chlorpromazine,Thioridazine,Aripiprazole,Haloperidol,None of the above,Aripiprazole,Aripiprazole is classified as an atypical antipsychotic.
antipsychotics,CHO030,What is the most appropriate use of aripiprazole?,Acute psychosis,Maintenance therapy in schizophrenia,Anxiety disorders,All of the above,None of the above,Maintenance therapy in schizophrenia,Aripiprazole is commonly used for maintenance therapy in schizophrenia.
antipsychotics,CHO047,Which atypical antipsychotic is least likely to cause metabolic side effects?,Clozapine,Risperidone,Aripiprazole,Olanzapine,None of the above,Aripiprazole,Aripiprazole is considered to have a lower risk of metabolic side effects compared to other atypical antipsychotics.
antipsychotics,CHO058,Which antipsychotic is commonly used for its efficacy in both schizophrenia and mood disorders?,Haloperidol,Clozapine,Aripiprazole,All of the above,None of the above,Aripiprazole,"Aripiprazole is effective in both schizophrenia and mood disorders, making it versatile in treatment."
psychiatric,PSY032,What is the primary indication for using aripiprazole?,Major depressive disorder,Bipolar disorder,Schizophrenia,Anxiety,All of the above,All of the above,"Aripiprazole is indicated for the treatment of schizophrenia, bipolar disorder, and as an adjunct in major depressive disorder."
psychiatric,PSY063,What is the primary indication for aripiprazole?,Anxiety disorders,Schizophrenia,Major depressive disorder,Bipolar disorder,All of the above,All of the above,"Aripiprazole is indicated for the treatment of schizophrenia, bipolar disorder, and as an adjunct in major depressive disorder."
psychiatric,PSY024,Which of the following is a side effect of aripiprazole?,Weight gain,Sedation,Akathisia,Nausea,All of the above,Akathisia,"Aripiprazole is known for causing akathisia, characterized by restlessness and an urgent need to be in constant motion."
antipsychotics,CHO081,Which medication is least likely to cause sedation among antipsychotics?,Olanzapine,Haloperidol,Aripiprazole,Risperidone,None of the above,Aripiprazole,Aripiprazole is less likely to cause sedation compared to other antipsychotics.
psychiatric,PSY021,Which medication is indicated for treatment-resistant depression?,Venlafaxine,Duloxetine,Amitriptyline,Aripiprazole,Citalopram,Aripiprazole,Aripiprazole is sometimes used as an adjunct for treatment-resistant depression to help manage symptoms.
oncology,ONC036,"Which of the following is a side effect commonly associated with aromatase inhibitors, such as anastrozole?",Alopecia,Osteoporosis,Cardiotoxicity,Neurotoxicity,Hearing loss,Osteoporosis,"Aromatase inhibitors decrease estrogen levels, which can lead to reduced bone density and increase the risk of osteoporosis in patients."
hormonal,HOR104,What is a key benefit of using aromatase inhibitors like letrozole in breast cancer treatment?,Increase in estrogen production,Decrease in estrogen levels,Stimulation of tumor growth,Inhibition of progesterone production,None of the above,Decrease in estrogen levels,"Aromatase inhibitors like letrozole work by lowering estrogen levels, which can slow or stop the growth of hormone receptor-positive breast cancer."
oncology,ONC099,Which of the following is a common side effect of aromatase inhibitors in postmenopausal women?,Hot flashes,Osteoporosis,Neutropenia,Hypertension,Hyperglycemia,Osteoporosis,"Aromatase inhibitors reduce estrogen levels, increasing the risk of osteoporosis due to decreased bone density."
infectious,INF065,A patient with malaria is prescribed artemether-lumefantrine. Which species of Plasmodium is artemether-lumefantrine particularly effective against?,Plasmodium ovale,Plasmodium malariae,Plasmodium vivax,Plasmodium falciparum,Plasmodium knowlesi,Plasmodium falciparum,"Artemether-lumefantrine is highly effective against Plasmodium falciparum, the species responsible for severe malaria."
rheumatology,RHE097,A patient with Sjögren’s syndrome complains of dry mouth and uses artificial saliva. What is the main purpose of artificial saliva in Sjögren’s syndrome?,Increases glucose levels,Enhances tear production,Prevents tooth decay,Hydrates oral mucosa,Decreases inflammation,Hydrates oral mucosa,"Artificial saliva helps hydrate the oral mucosa, providing relief from dry mouth in Sjögren’s syndrome."
face,EYR010,What home remedy is commonly used to manage dry eyes?,Cold compress,Artificial tears,Warm compress,Eye drops,Artificial tears,Artificial tears,Artificial tears are a common home remedy for managing symptoms of dry eyes.
eye,EYE049,What is a primary symptom that would warrant the use of artificial tears?,Severe redness,Constant itchiness,Dryness and irritation,Swelling,Increased tear production,Dryness and irritation,Artificial tears are indicated for patients experiencing dryness and irritation in the eyes.
eye,EYE060,What is the main reason artificial tears are used?,To treat infections,To lubricate dry eyes,To reduce eye pressure,To prevent allergic reactions,To improve vision,To lubricate dry eyes,Artificial tears are primarily used to lubricate and provide moisture for dry eyes.
eye,EYE001,What is the primary use of artificial tears?,To treat allergic conjunctivitis,To lubricate dry eyes,To reduce intraocular pressure,To treat eye infections,To enhance vision,To lubricate dry eyes,Artificial tears are primarily used to lubricate and provide relief for dry eyes.
ophthalmology,OPH103,A patient with dry eye syndrome complains of a gritty sensation in the eyes. What is the best treatment?,Antibiotics,NSAID eye drops,Artificial tears,Timolol,Corticosteroid eye drops,Artificial tears,Artificial tears are recommended to relieve the gritty sensation associated with dry eye syndrome.
ophthalmology,OPH003,Which of the following is a common first-line treatment for dry eye syndrome?,Timolol,Latanoprost,Artificial tears,Ciprofloxacin eye drops,Dexamethasone,Artificial tears,Artificial tears are used as a first-line treatment for dry eye syndrome as they help lubricate the eye and alleviate dryness.
face,EYR026,Which treatment can help relieve symptoms of dry eyes?,Topical steroids,Antihistamines,Artificial tears,Antibiotics,Artificial tears,Artificial tears,Artificial tears are used to lubricate the eyes and alleviate symptoms of dryness.
eye,EYE034,What should be the maximum number of times clotrimazole can be used?,As needed,No more than once daily,No limit,Only if symptoms worsen,Consult a physician if more than twice a week is needed,As needed,Artificial tears can be used as needed without a specific limit.
rheumatology,RHE032,A patient with Sjögren’s syndrome complains of eye dryness. Which of the following treatments can provide symptomatic relief?,Corticosteroids,NSAIDs,Artificial tears,Hydroxychloroquine,Allopurinol,Artificial tears,"Artificial tears can help lubricate and relieve dryness in the eyes of patients with Sjögren’s syndrome, where tear production is reduced."
rx,USE060,A customer complains of eye redness and irritation after swimming. Which OTC product is suitable?,Antihistamine eye drops,Chloramphenicol eye drops,Artificial tears,Topical NSAID eye drops,Refer to GP,Artificial tears,Artificial tears can soothe irritation caused by chlorine exposure. Antihistamines and antibiotics are not indicated unless allergic or bacterial causes are suspected.
ophthalmology,OPH020,A patient with dry eye syndrome is advised to use artificial tears. What is the primary purpose of artificial tears?,To reduce intraocular pressure,To improve tear film stability,To treat infection,To reduce inflammation,To increase aqueous humor production,To improve tear film stability,Artificial tears help improve tear film stability and provide relief from dryness and irritation.
rheumatology,RHE015,A patient with Sjögren’s syndrome presents with eye dryness. Which of the following can provide symptomatic relief?,NSAIDs,Artificial tears,Prednisone,Colchicine,Allopurinol,Artificial tears,"Artificial tears help lubricate the eyes, providing relief from dryness in Sjögren’s syndrome, where tear production is often reduced."
rheumatology,RHE083,A patient with Sjögren’s syndrome has persistent dry eyes. Which type of medication can provide symptomatic relief?,NSAIDs,Steroids,Artificial tears,Antibiotics,Antihistamines,Artificial tears,"Artificial tears help lubricate the eyes, providing symptomatic relief for patients with dry eyes due to Sjögren’s syndrome."
